Property,Date,Time,Temperature
5,20/12/2019,1:00:00 AM,28.647
6,20/12/2019,2:00:00 AM,30.227
7,20/12/2019,3:00:00 AM,30.192
8,20/12/2019,4:00:00 AM,30.132
9,20/12/2019,5:00:00 AM,30.082
10,20/12/2019,6:00:00 AM,30.041
11,20/12/2019,7:00:00 AM,30.003
12,20/12/2019,8:00:00 AM,29.969
13,20/12/2019,9:00:00 AM,29.937
14,20/12/2019,10:00:00 AM,29.905
15,20/12/2019,11:00:00 AM,29.875
16,20/12/2019,12:00:00 PM,29.847
17,20/12/2019,1:00:00 PM,29.822
18,20/12/2019,2:00:00 PM,29.797
19,20/12/2019,3:00:00 PM,29.773
20,20/12/2019,4:00:00 PM,29.749
21,20/12/2019,5:00:00 PM,29.728
22,20/12/2019,6:00:00 PM,29.708
23,20/12/2019,7:00:00 PM,29.689
24,20/12/2019,8:00:00 PM,29.67
25,20/12/2019,9:00:00 PM,29.652
26,20/12/2019,10:00:00 PM,29.637
27,20/12/2019,11:00:00 PM,29.622
28,21/12/2019,12:00:00 AM,29.607
29,21/12/2019,1:00:00 AM,29.595
30,21/12/2019,2:00:00 AM,29.583
31,21/12/2019,3:00:00 AM,29.572
32,21/12/2019,4:00:00 AM,29.563
33,21/12/2019,5:00:00 AM,29.554
34,21/12/2019,6:00:00 AM,29.548
35,21/12/2019,7:00:00 AM,29.54
36,21/12/2019,8:00:00 AM,29.534
37,21/12/2019,9:00:00 AM,29.53
38,21/12/2019,10:00:00 AM,29.525
39,21/12/2019,11:00:00 AM,29.521
40,21/12/2019,12:00:00 PM,29.516
41,21/12/2019,1:00:00 PM,29.513
42,21/12/2019,2:00:00 PM,29.509
43,21/12/2019,3:00:00 PM,29.506
44,21/12/2019,4:00:00 PM,29.503
45,21/12/2019,5:00:00 PM,29.5
46,21/12/2019,6:00:00 PM,29.497
47,21/12/2019,7:00:00 PM,29.494
48,21/12/2019,8:00:00 PM,29.491
49,21/12/2019,9:00:00 PM,29.489
50,21/12/2019,10:00:00 PM,29.486
51,21/12/2019,11:00:00 PM,29.485
52,22/12/2019,12:00:00 AM,29.483
53,22/12/2019,1:00:00 AM,29.483
54,22/12/2019,2:00:00 AM,29.483
55,22/12/2019,3:00:00 AM,29.483
56,22/12/2019,4:00:00 AM,29.485
57,22/12/2019,5:00:00 AM,29.488
58,22/12/2019,6:00:00 AM,29.491
59,22/12/2019,7:00:00 AM,29.494
60,22/12/2019,8:00:00 AM,29.497
61,22/12/2019,9:00:00 AM,29.501
62,22/12/2019,10:00:00 AM,29.506
63,22/12/2019,11:00:00 AM,29.51
64,22/12/2019,12:00:00 PM,29.515
65,22/12/2019,1:00:00 PM,29.519
66,22/12/2019,2:00:00 PM,29.524
67,22/12/2019,3:00:00 PM,29.528
68,22/12/2019,4:00:00 PM,29.533
69,22/12/2019,5:00:00 PM,29.537
70,22/12/2019,6:00:00 PM,29.542
71,22/12/2019,7:00:00 PM,29.547
72,22/12/2019,8:00:00 PM,29.55
73,22/12/2019,9:00:00 PM,29.553
74,22/12/2019,10:00:00 PM,29.556
75,22/12/2019,11:00:00 PM,29.562
76,23/12/2019,12:00:00 AM,29.566
77,23/12/2019,1:00:00 AM,29.572
78,23/12/2019,2:00:00 AM,29.577
79,23/12/2019,3:00:00 AM,29.584
80,23/12/2019,4:00:00 AM,29.592
81,23/12/2019,5:00:00 AM,29.601
82,23/12/2019,6:00:00 AM,29.608
83,23/12/2019,7:00:00 AM,29.619
84,23/12/2019,8:00:00 AM,29.628
85,23/12/2019,9:00:00 AM,29.639
86,23/12/2019,10:00:00 AM,29.649
87,23/12/2019,11:00:00 AM,29.66
88,23/12/2019,12:00:00 PM,29.67
89,23/12/2019,1:00:00 PM,29.679
90,23/12/2019,2:00:00 PM,29.69
91,23/12/2019,3:00:00 PM,29.699
92,23/12/2019,4:00:00 PM,29.708
93,23/12/2019,5:00:00 PM,29.717
94,23/12/2019,6:00:00 PM,29.726
95,23/12/2019,7:00:00 PM,29.734
96,23/12/2019,8:00:00 PM,29.741
97,23/12/2019,9:00:00 PM,29.748
98,23/12/2019,10:00:00 PM,29.749
99,23/12/2019,11:00:00 PM,29.749
100,24/12/2019,12:00:00 AM,29.748
101,24/12/2019,1:00:00 AM,29.748
102,24/12/2019,2:00:00 AM,29.748
103,24/12/2019,3:00:00 AM,29.746
104,24/12/2019,4:00:00 AM,29.745
105,24/12/2019,5:00:00 AM,29.743
106,24/12/2019,6:00:00 AM,29.74
107,24/12/2019,7:00:00 AM,29.735
108,24/12/2019,8:00:00 AM,29.728
109,24/12/2019,9:00:00 AM,29.72
110,24/12/2019,10:00:00 AM,29.71
111,24/12/2019,11:00:00 AM,29.698
112,24/12/2019,12:00:00 PM,29.684
113,24/12/2019,1:00:00 PM,29.67
114,24/12/2019,2:00:00 PM,29.657
115,24/12/2019,3:00:00 PM,29.64
116,24/12/2019,4:00:00 PM,29.625
117,24/12/2019,5:00:00 PM,29.61
118,24/12/2019,6:00:00 PM,29.595
119,24/12/2019,7:00:00 PM,29.58
120,24/12/2019,8:00:00 PM,29.565
121,24/12/2019,9:00:00 PM,29.55
122,24/12/2019,10:00:00 PM,29.536
123,24/12/2019,11:00:00 PM,29.521
124,25/12/2019,12:00:00 AM,29.509
125,25/12/2019,1:00:00 AM,29.495
126,25/12/2019,2:00:00 AM,29.483
127,25/12/2019,3:00:00 AM,29.473
128,25/12/2019,4:00:00 AM,29.46
129,25/12/2019,5:00:00 AM,29.451
130,25/12/2019,6:00:00 AM,29.441
131,25/12/2019,7:00:00 AM,29.432
132,25/12/2019,8:00:00 AM,29.424
133,25/12/2019,9:00:00 AM,29.417
134,25/12/2019,10:00:00 AM,29.408
135,25/12/2019,11:00:00 AM,29.399
136,25/12/2019,12:00:00 PM,29.393
137,25/12/2019,1:00:00 PM,29.387
138,25/12/2019,2:00:00 PM,29.379
139,25/12/2019,3:00:00 PM,29.373
140,25/12/2019,4:00:00 PM,29.367
141,25/12/2019,5:00:00 PM,29.361
142,25/12/2019,6:00:00 PM,29.355
143,25/12/2019,7:00:00 PM,29.349
144,25/12/2019,8:00:00 PM,29.344
145,25/12/2019,9:00:00 PM,29.34
146,25/12/2019,10:00:00 PM,29.335
147,25/12/2019,11:00:00 PM,29.334
148,26/12/2019,12:00:00 AM,29.331
149,26/12/2019,1:00:00 AM,29.329
150,26/12/2019,2:00:00 AM,29.329
151,26/12/2019,3:00:00 AM,29.331
152,26/12/2019,4:00:00 AM,29.334
153,26/12/2019,5:00:00 AM,29.337
154,26/12/2019,6:00:00 AM,29.341
155,26/12/2019,7:00:00 AM,29.347
156,26/12/2019,8:00:00 AM,29.353
157,26/12/2019,9:00:00 AM,29.361
158,26/12/2019,10:00:00 AM,29.37
159,26/12/2019,11:00:00 AM,29.378
160,26/12/2019,12:00:00 PM,29.387
161,26/12/2019,1:00:00 PM,29.396
162,26/12/2019,2:00:00 PM,29.405
163,26/12/2019,3:00:00 PM,29.412
164,26/12/2019,4:00:00 PM,29.421
165,26/12/2019,5:00:00 PM,29.429
166,26/12/2019,6:00:00 PM,29.436
167,26/12/2019,7:00:00 PM,29.444
168,26/12/2019,8:00:00 PM,29.451
169,26/12/2019,9:00:00 PM,29.459
170,26/12/2019,10:00:00 PM,29.467
171,26/12/2019,11:00:00 PM,29.473
172,27/12/2019,12:00:00 AM,29.48
173,27/12/2019,1:00:00 AM,29.488
174,27/12/2019,2:00:00 AM,29.495
175,27/12/2019,3:00:00 AM,29.504
176,27/12/2019,4:00:00 AM,29.513
177,27/12/2019,5:00:00 AM,29.522
178,27/12/2019,6:00:00 AM,29.53
179,27/12/2019,7:00:00 AM,29.54
180,27/12/2019,8:00:00 AM,29.551
181,27/12/2019,9:00:00 AM,29.56
182,27/12/2019,10:00:00 AM,29.571
183,27/12/2019,11:00:00 AM,29.58
184,27/12/2019,12:00:00 PM,29.589
185,27/12/2019,1:00:00 PM,29.598
186,27/12/2019,2:00:00 PM,29.607
187,27/12/2019,3:00:00 PM,29.616
188,27/12/2019,4:00:00 PM,29.622
189,27/12/2019,5:00:00 PM,29.63
190,27/12/2019,6:00:00 PM,29.639
191,27/12/2019,7:00:00 PM,29.645
192,27/12/2019,8:00:00 PM,29.649
193,27/12/2019,9:00:00 PM,29.657
194,27/12/2019,10:00:00 PM,29.664
195,27/12/2019,11:00:00 PM,29.669
196,28/12/2019,12:00:00 AM,29.676
197,28/12/2019,1:00:00 AM,29.686
198,28/12/2019,2:00:00 AM,29.693
199,28/12/2019,3:00:00 AM,29.702
200,28/12/2019,4:00:00 AM,29.713
201,28/12/2019,5:00:00 AM,29.723
202,28/12/2019,6:00:00 AM,29.734
203,28/12/2019,7:00:00 AM,29.746
204,28/12/2019,8:00:00 AM,29.758
205,28/12/2019,9:00:00 AM,29.77
206,28/12/2019,10:00:00 AM,29.784
207,28/12/2019,11:00:00 AM,29.797
208,28/12/2019,12:00:00 PM,29.808
209,28/12/2019,1:00:00 PM,29.82
210,28/12/2019,2:00:00 PM,29.832
211,28/12/2019,3:00:00 PM,29.844
212,28/12/2019,4:00:00 PM,29.855
213,28/12/2019,5:00:00 PM,29.866
214,28/12/2019,6:00:00 PM,29.875
215,28/12/2019,7:00:00 PM,29.885
216,28/12/2019,8:00:00 PM,29.894
217,28/12/2019,9:00:00 PM,29.903
218,28/12/2019,10:00:00 PM,29.913
219,28/12/2019,11:00:00 PM,29.922
220,29/12/2019,12:00:00 AM,29.931
221,29/12/2019,1:00:00 AM,29.94
222,29/12/2019,2:00:00 AM,29.949
223,29/12/2019,3:00:00 AM,29.96
224,29/12/2019,4:00:00 AM,29.97
225,29/12/2019,5:00:00 AM,29.981
226,29/12/2019,6:00:00 AM,29.993
227,29/12/2019,7:00:00 AM,30.005
228,29/12/2019,8:00:00 AM,30.017
229,29/12/2019,9:00:00 AM,30.029
230,29/12/2019,10:00:00 AM,30.041
231,29/12/2019,11:00:00 AM,30.054
232,29/12/2019,12:00:00 PM,30.066
233,29/12/2019,1:00:00 PM,30.076
234,29/12/2019,2:00:00 PM,30.087
235,29/12/2019,3:00:00 PM,30.098
236,29/12/2019,4:00:00 PM,30.107
237,29/12/2019,5:00:00 PM,30.117
238,29/12/2019,6:00:00 PM,30.125
239,29/12/2019,7:00:00 PM,30.134
240,29/12/2019,8:00:00 PM,30.14
241,29/12/2019,9:00:00 PM,30.148
242,29/12/2019,10:00:00 PM,30.155
243,29/12/2019,11:00:00 PM,30.163
244,30/12/2019,12:00:00 AM,30.169
245,30/12/2019,1:00:00 AM,30.177
246,30/12/2019,2:00:00 AM,30.184
247,30/12/2019,3:00:00 AM,30.193
248,30/12/2019,4:00:00 AM,30.201
249,30/12/2019,5:00:00 AM,30.21
250,30/12/2019,6:00:00 AM,30.221
251,30/12/2019,7:00:00 AM,30.23
252,30/12/2019,8:00:00 AM,30.24
253,30/12/2019,9:00:00 AM,30.251
254,30/12/2019,10:00:00 AM,30.262
255,30/12/2019,11:00:00 AM,30.271
256,30/12/2019,12:00:00 PM,30.28
257,30/12/2019,1:00:00 PM,30.29
258,30/12/2019,2:00:00 PM,30.3
259,30/12/2019,3:00:00 PM,30.307
260,30/12/2019,4:00:00 PM,30.315
261,30/12/2019,5:00:00 PM,30.322
262,30/12/2019,6:00:00 PM,30.328
263,30/12/2019,7:00:00 PM,30.335
264,30/12/2019,8:00:00 PM,30.341
265,30/12/2019,9:00:00 PM,30.345
266,30/12/2019,10:00:00 PM,30.35
267,30/12/2019,11:00:00 PM,30.356
268,31/12/2019,12:00:00 AM,30.36
269,31/12/2019,1:00:00 AM,30.365
270,31/12/2019,2:00:00 AM,30.371
271,31/12/2019,3:00:00 AM,30.377
272,31/12/2019,4:00:00 AM,30.385
273,31/12/2019,5:00:00 AM,30.391
274,31/12/2019,6:00:00 AM,30.398
275,31/12/2019,7:00:00 AM,30.408
276,31/12/2019,8:00:00 AM,30.415
277,31/12/2019,9:00:00 AM,30.424
278,31/12/2019,10:00:00 AM,30.432
279,31/12/2019,11:00:00 AM,30.44
280,31/12/2019,12:00:00 PM,30.449
281,31/12/2019,1:00:00 PM,30.456
282,31/12/2019,2:00:00 PM,30.462
283,31/12/2019,3:00:00 PM,30.47
284,31/12/2019,4:00:00 PM,30.476
285,31/12/2019,5:00:00 PM,30.482
286,31/12/2019,6:00:00 PM,30.487
287,31/12/2019,7:00:00 PM,30.491
288,31/12/2019,8:00:00 PM,30.496
289,31/12/2019,9:00:00 PM,30.501
290,31/12/2019,10:00:00 PM,30.505
291,31/12/2019,11:00:00 PM,30.51
292,1/1/2020,12:00:00 AM,30.514
293,1/1/2020,1:00:00 AM,30.519
294,1/1/2020,2:00:00 AM,30.523
295,1/1/2020,3:00:00 AM,30.529
296,1/1/2020,4:00:00 AM,30.536
297,1/1/2020,5:00:00 AM,30.543
298,1/1/2020,6:00:00 AM,30.551
299,1/1/2020,7:00:00 AM,30.558
300,1/1/2020,8:00:00 AM,30.566
301,1/1/2020,9:00:00 AM,30.575
302,1/1/2020,10:00:00 AM,30.584
303,1/1/2020,11:00:00 AM,30.592
304,1/1/2020,12:00:00 PM,30.601
305,1/1/2020,1:00:00 PM,30.609
306,1/1/2020,2:00:00 PM,30.616
307,1/1/2020,3:00:00 PM,30.624
308,1/1/2020,4:00:00 PM,30.632
309,1/1/2020,5:00:00 PM,30.636
310,1/1/2020,6:00:00 PM,30.642
311,1/1/2020,7:00:00 PM,30.648
312,1/1/2020,8:00:00 PM,30.653
313,1/1/2020,9:00:00 PM,30.658
314,1/1/2020,10:00:00 PM,30.664
315,1/1/2020,11:00:00 PM,30.668
316,2/1/2020,12:00:00 AM,30.673
317,2/1/2020,1:00:00 AM,30.679
318,2/1/2020,2:00:00 AM,30.683
319,2/1/2020,3:00:00 AM,30.69
320,2/1/2020,4:00:00 AM,30.697
321,2/1/2020,5:00:00 AM,30.705
322,2/1/2020,6:00:00 AM,30.711
323,2/1/2020,7:00:00 AM,30.719
324,2/1/2020,8:00:00 AM,30.728
325,2/1/2020,9:00:00 AM,30.735
326,2/1/2020,10:00:00 AM,30.745
327,2/1/2020,11:00:00 AM,30.752
328,2/1/2020,12:00:00 PM,30.761
329,2/1/2020,1:00:00 PM,30.772
330,2/1/2020,2:00:00 PM,30.783
331,2/1/2020,3:00:00 PM,30.793
332,2/1/2020,4:00:00 PM,30.803
333,2/1/2020,5:00:00 PM,30.81
334,2/1/2020,6:00:00 PM,30.815
335,2/1/2020,7:00:00 PM,30.818
336,2/1/2020,8:00:00 PM,30.819
337,2/1/2020,9:00:00 PM,30.818
338,2/1/2020,10:00:00 PM,30.816
339,2/1/2020,11:00:00 PM,30.813
340,3/1/2020,12:00:00 AM,30.809
341,3/1/2020,1:00:00 AM,30.801
342,3/1/2020,2:00:00 AM,30.793
343,3/1/2020,3:00:00 AM,30.787
344,3/1/2020,4:00:00 AM,30.78
345,3/1/2020,5:00:00 AM,30.772
346,3/1/2020,6:00:00 AM,30.763
347,3/1/2020,7:00:00 AM,30.755
348,3/1/2020,8:00:00 AM,30.746
349,3/1/2020,9:00:00 AM,30.738
350,3/1/2020,10:00:00 AM,30.729
351,3/1/2020,11:00:00 AM,30.72
352,3/1/2020,12:00:00 PM,30.711
353,3/1/2020,1:00:00 PM,30.702
354,3/1/2020,2:00:00 PM,30.693
355,3/1/2020,3:00:00 PM,30.682
356,3/1/2020,4:00:00 PM,30.673
357,3/1/2020,5:00:00 PM,30.662
358,3/1/2020,6:00:00 PM,30.651
359,3/1/2020,7:00:00 PM,30.641
360,3/1/2020,8:00:00 PM,30.632
361,3/1/2020,9:00:00 PM,30.622
362,3/1/2020,10:00:00 PM,30.612
363,3/1/2020,11:00:00 PM,30.604
364,4/1/2020,12:00:00 AM,30.597
365,4/1/2020,1:00:00 AM,30.59
366,4/1/2020,2:00:00 AM,30.586
367,4/1/2020,3:00:00 AM,30.581
368,4/1/2020,4:00:00 AM,30.58
369,4/1/2020,5:00:00 AM,30.578
370,4/1/2020,6:00:00 AM,30.577
371,4/1/2020,7:00:00 AM,30.578
372,4/1/2020,8:00:00 AM,30.58
373,4/1/2020,9:00:00 AM,30.583
374,4/1/2020,10:00:00 AM,30.584
375,4/1/2020,11:00:00 AM,30.587
376,4/1/2020,12:00:00 PM,30.592
377,4/1/2020,1:00:00 PM,30.595
378,4/1/2020,2:00:00 PM,30.598
379,4/1/2020,3:00:00 PM,30.601
380,4/1/2020,4:00:00 PM,30.603
381,4/1/2020,5:00:00 PM,30.604
382,4/1/2020,6:00:00 PM,30.607
383,4/1/2020,7:00:00 PM,30.609
384,4/1/2020,8:00:00 PM,30.609
385,4/1/2020,9:00:00 PM,30.61
386,4/1/2020,10:00:00 PM,30.612
387,4/1/2020,11:00:00 PM,30.613
388,5/1/2020,12:00:00 AM,30.616
389,5/1/2020,1:00:00 AM,30.619
390,5/1/2020,2:00:00 AM,30.622
391,5/1/2020,3:00:00 AM,30.627
392,5/1/2020,4:00:00 AM,30.633
393,5/1/2020,5:00:00 AM,30.639
394,5/1/2020,6:00:00 AM,30.647
395,5/1/2020,7:00:00 AM,30.654
396,5/1/2020,8:00:00 AM,30.664
397,5/1/2020,9:00:00 AM,30.673
398,5/1/2020,10:00:00 AM,30.682
399,5/1/2020,11:00:00 AM,30.693
400,5/1/2020,12:00:00 PM,30.7
401,5/1/2020,1:00:00 PM,30.711
402,5/1/2020,2:00:00 PM,30.72
403,5/1/2020,3:00:00 PM,30.728
404,5/1/2020,4:00:00 PM,30.735
405,5/1/2020,5:00:00 PM,30.743
406,5/1/2020,6:00:00 PM,30.751
407,5/1/2020,7:00:00 PM,30.757
408,5/1/2020,8:00:00 PM,30.763
409,5/1/2020,9:00:00 PM,30.769
410,5/1/2020,10:00:00 PM,30.774
411,5/1/2020,11:00:00 PM,30.78
412,6/1/2020,12:00:00 AM,30.786
413,6/1/2020,1:00:00 AM,30.792
414,6/1/2020,2:00:00 AM,30.798
415,6/1/2020,3:00:00 AM,30.806
416,6/1/2020,4:00:00 AM,30.812
417,6/1/2020,5:00:00 AM,30.821
418,6/1/2020,6:00:00 AM,30.829
419,6/1/2020,7:00:00 AM,30.835
420,6/1/2020,8:00:00 AM,30.845
421,6/1/2020,9:00:00 AM,30.853
422,6/1/2020,10:00:00 AM,30.862
423,6/1/2020,11:00:00 AM,30.87
424,6/1/2020,12:00:00 PM,30.878
425,6/1/2020,1:00:00 PM,30.884
426,6/1/2020,2:00:00 PM,30.89
427,6/1/2020,3:00:00 PM,30.894
428,6/1/2020,4:00:00 PM,30.899
429,6/1/2020,5:00:00 PM,30.904
430,6/1/2020,6:00:00 PM,30.907
431,6/1/2020,7:00:00 PM,30.91
432,6/1/2020,8:00:00 PM,30.911
433,6/1/2020,9:00:00 PM,30.913
434,6/1/2020,10:00:00 PM,30.913
435,6/1/2020,11:00:00 PM,30.913
436,7/1/2020,12:00:00 AM,30.914
437,7/1/2020,1:00:00 AM,30.914
438,7/1/2020,2:00:00 AM,30.914
439,7/1/2020,3:00:00 AM,30.916
440,7/1/2020,4:00:00 AM,30.917
441,7/1/2020,5:00:00 AM,30.919
442,7/1/2020,6:00:00 AM,30.92
443,7/1/2020,7:00:00 AM,30.922
444,7/1/2020,8:00:00 AM,30.923
445,7/1/2020,9:00:00 AM,30.925
446,7/1/2020,10:00:00 AM,30.93
447,7/1/2020,11:00:00 AM,30.931
448,7/1/2020,12:00:00 PM,30.933
449,7/1/2020,1:00:00 PM,30.934
450,7/1/2020,2:00:00 PM,30.934
451,7/1/2020,3:00:00 PM,30.934
452,7/1/2020,4:00:00 PM,30.934
453,7/1/2020,5:00:00 PM,30.934
454,7/1/2020,6:00:00 PM,30.931
455,7/1/2020,7:00:00 PM,30.928
456,7/1/2020,8:00:00 PM,30.925
457,7/1/2020,9:00:00 PM,30.92
458,7/1/2020,10:00:00 PM,30.914
459,7/1/2020,11:00:00 PM,30.908
460,8/1/2020,12:00:00 AM,30.902
461,8/1/2020,1:00:00 AM,30.894
462,8/1/2020,2:00:00 AM,30.89
463,8/1/2020,3:00:00 AM,30.882
464,8/1/2020,4:00:00 AM,30.874
465,8/1/2020,5:00:00 AM,30.867
466,8/1/2020,6:00:00 AM,30.861
467,8/1/2020,7:00:00 AM,30.855
468,8/1/2020,8:00:00 AM,30.848
469,8/1/2020,9:00:00 AM,30.842
470,8/1/2020,10:00:00 AM,30.836
471,8/1/2020,11:00:00 AM,30.83
472,8/1/2020,12:00:00 PM,30.822
473,8/1/2020,1:00:00 PM,30.818
474,8/1/2020,2:00:00 PM,30.81
475,8/1/2020,3:00:00 PM,30.806
476,8/1/2020,4:00:00 PM,30.8
477,8/1/2020,5:00:00 PM,30.79
478,8/1/2020,6:00:00 PM,30.786
479,8/1/2020,7:00:00 PM,30.777
480,8/1/2020,8:00:00 PM,30.771
481,8/1/2020,9:00:00 PM,30.763
482,8/1/2020,10:00:00 PM,30.757
483,8/1/2020,11:00:00 PM,30.751
484,9/1/2020,12:00:00 AM,30.745
485,9/1/2020,1:00:00 AM,30.737
486,9/1/2020,2:00:00 AM,30.732
487,9/1/2020,3:00:00 AM,30.726
488,9/1/2020,4:00:00 AM,30.722
489,9/1/2020,5:00:00 AM,30.717
490,9/1/2020,6:00:00 AM,30.712
491,9/1/2020,7:00:00 AM,30.709
492,9/1/2020,8:00:00 AM,30.705
493,9/1/2020,9:00:00 AM,30.702
494,9/1/2020,10:00:00 AM,30.697
495,9/1/2020,11:00:00 AM,30.697
496,9/1/2020,12:00:00 PM,30.693
497,9/1/2020,1:00:00 PM,30.688
498,9/1/2020,2:00:00 PM,30.687
499,9/1/2020,3:00:00 PM,30.683
500,9/1/2020,4:00:00 PM,30.68
501,9/1/2020,5:00:00 PM,30.676
502,9/1/2020,6:00:00 PM,30.673
503,9/1/2020,7:00:00 PM,30.67
504,9/1/2020,8:00:00 PM,30.664
505,9/1/2020,9:00:00 PM,30.662
506,9/1/2020,10:00:00 PM,30.659
507,9/1/2020,11:00:00 PM,30.656
508,10/1/2020,12:00:00 AM,30.654
509,10/1/2020,1:00:00 AM,30.653
510,10/1/2020,2:00:00 AM,30.654
511,10/1/2020,3:00:00 AM,30.656
512,10/1/2020,4:00:00 AM,30.659
513,10/1/2020,5:00:00 AM,30.662
514,10/1/2020,6:00:00 AM,30.668
515,10/1/2020,7:00:00 AM,30.673
516,10/1/2020,8:00:00 AM,30.68
517,10/1/2020,9:00:00 AM,30.69
518,10/1/2020,10:00:00 AM,30.696
519,10/1/2020,11:00:00 AM,30.703
520,10/1/2020,12:00:00 PM,30.711
521,10/1/2020,1:00:00 PM,30.72
522,10/1/2020,2:00:00 PM,30.728
523,10/1/2020,3:00:00 PM,30.734
524,10/1/2020,4:00:00 PM,30.742
525,10/1/2020,5:00:00 PM,30.749
526,10/1/2020,6:00:00 PM,30.755
527,10/1/2020,7:00:00 PM,30.761
528,10/1/2020,8:00:00 PM,30.766
529,10/1/2020,9:00:00 PM,30.772
530,10/1/2020,10:00:00 PM,30.78
531,10/1/2020,11:00:00 PM,30.786
532,11/1/2020,12:00:00 AM,30.793
533,11/1/2020,1:00:00 AM,30.8
534,11/1/2020,2:00:00 AM,30.812
535,11/1/2020,3:00:00 AM,30.822
536,11/1/2020,4:00:00 AM,30.835
537,11/1/2020,5:00:00 AM,30.841
