Property,Date,Time,Temperature
51,16/01/2020,9:29:00 PM,28.82
52,16/01/2020,10:29:00 PM,29.85
53,16/01/2020,11:29:00 PM,30.02
54,17/01/2020,12:29:00 AM,30.14
55,17/01/2020,1:29:00 AM,30.23
56,17/01/2020,2:29:00 AM,30.28
57,17/01/2020,3:29:00 AM,30.32
58,17/01/2020,4:29:00 AM,30.33
59,17/01/2020,5:29:00 AM,30.34
60,17/01/2020,6:29:00 AM,30.34
61,17/01/2020,7:29:00 AM,30.34
62,17/01/2020,8:29:00 AM,30.32
63,17/01/2020,9:29:00 AM,30.31
64,17/01/2020,10:29:00 AM,30.29
65,17/01/2020,11:29:00 AM,30.27
66,17/01/2020,12:29:00 PM,30.25
67,17/01/2020,1:29:00 PM,30.24
68,17/01/2020,2:29:00 PM,30.23
69,17/01/2020,3:29:00 PM,30.23
70,17/01/2020,4:29:00 PM,30.23
71,17/01/2020,5:29:00 PM,30.25
72,17/01/2020,6:29:00 PM,30.27
73,17/01/2020,7:29:00 PM,30.30
74,17/01/2020,8:29:00 PM,30.32
75,17/01/2020,9:29:00 PM,30.34
76,17/01/2020,10:29:00 PM,30.36
77,17/01/2020,11:29:00 PM,30.37
78,18/01/2020,12:29:00 AM,30.38
79,18/01/2020,1:29:00 AM,30.39
80,18/01/2020,2:29:00 AM,30.39
81,18/01/2020,3:29:00 AM,30.38
82,18/01/2020,4:29:00 AM,30.37
83,18/01/2020,5:29:00 AM,30.36
84,18/01/2020,6:29:00 AM,30.34
85,18/01/2020,7:29:00 AM,30.33
86,18/01/2020,8:29:00 AM,30.30
87,18/01/2020,9:29:00 AM,30.28
88,18/01/2020,10:29:00 AM,30.26
89,18/01/2020,11:29:00 AM,30.24
90,18/01/2020,12:29:00 PM,30.21
91,18/01/2020,1:29:00 PM,30.19
92,18/01/2020,2:29:00 PM,30.17
93,18/01/2020,3:29:00 PM,30.16
94,18/01/2020,4:29:00 PM,30.14
95,18/01/2020,5:29:00 PM,30.14
96,18/01/2020,6:29:00 PM,30.14
97,18/01/2020,7:29:00 PM,30.15
98,18/01/2020,8:29:00 PM,30.17
99,18/01/2020,9:29:00 PM,30.18
100,18/01/2020,10:29:00 PM,30.19
101,18/01/2020,11:29:00 PM,30.22
102,19/01/2020,12:29:00 AM,30.23
103,19/01/2020,1:29:00 AM,30.24
104,19/01/2020,2:29:00 AM,30.24
105,19/01/2020,3:29:00 AM,30.24
106,19/01/2020,4:29:00 AM,30.23
107,19/01/2020,5:29:00 AM,30.21
108,19/01/2020,6:29:00 AM,30.19
109,19/01/2020,7:29:00 AM,30.16
110,19/01/2020,8:29:00 AM,30.13
111,19/01/2020,9:29:00 AM,30.10
112,19/01/2020,10:29:00 AM,30.07
113,19/01/2020,11:29:00 AM,30.03
114,19/01/2020,12:29:00 PM,30.01
115,19/01/2020,1:29:00 PM,29.99
116,19/01/2020,2:29:00 PM,30.00
117,19/01/2020,3:29:00 PM,30.03
118,19/01/2020,4:29:00 PM,30.08
119,19/01/2020,5:29:00 PM,30.17
120,19/01/2020,6:29:00 PM,30.27
121,19/01/2020,7:29:00 PM,30.39
122,19/01/2020,8:29:00 PM,30.52
123,19/01/2020,9:29:00 PM,30.63
124,19/01/2020,10:29:00 PM,30.74
125,19/01/2020,11:29:00 PM,30.82
126,20/01/2020,12:29:00 AM,30.89
127,20/01/2020,1:29:00 AM,30.93
128,20/01/2020,2:29:00 AM,30.96
129,20/01/2020,3:29:00 AM,30.97
