Property,Date,Time,Temperature
5,17/01/2020,12:00:00 AM,30.70
6,17/01/2020,1:00:00 AM,30.74
7,17/01/2020,2:00:00 AM,30.71
8,17/01/2020,3:00:00 AM,30.68
9,17/01/2020,4:00:00 AM,30.67
10,17/01/2020,5:00:00 AM,30.65
11,17/01/2020,6:00:00 AM,30.64
12,17/01/2020,7:00:00 AM,30.63
13,17/01/2020,8:00:00 AM,30.61
14,17/01/2020,9:00:00 AM,30.60
15,17/01/2020,10:00:00 AM,30.58
16,17/01/2020,11:00:00 AM,30.57
17,17/01/2020,12:00:00 PM,30.55
18,17/01/2020,1:00:00 PM,30.54
19,17/01/2020,2:00:00 PM,30.52
20,17/01/2020,3:00:00 PM,30.51
21,17/01/2020,4:00:00 PM,30.49
22,17/01/2020,5:00:00 PM,30.48
23,17/01/2020,6:00:00 PM,30.47
24,17/01/2020,7:00:00 PM,30.45
25,17/01/2020,8:00:00 PM,30.44
26,17/01/2020,9:00:00 PM,30.43
27,17/01/2020,10:00:00 PM,30.42
28,17/01/2020,11:00:00 PM,30.41
29,18/01/2020,12:00:00 AM,30.41
30,18/01/2020,1:00:00 AM,30.40
31,18/01/2020,2:00:00 AM,30.40
32,18/01/2020,3:00:00 AM,30.40
33,18/01/2020,4:00:00 AM,30.40
34,18/01/2020,5:00:00 AM,30.40
35,18/01/2020,6:00:00 AM,30.40
36,18/01/2020,7:00:00 AM,30.41
37,18/01/2020,8:00:00 AM,30.41
38,18/01/2020,9:00:00 AM,30.41
39,18/01/2020,10:00:00 AM,30.41
40,18/01/2020,11:00:00 AM,30.40
41,18/01/2020,12:00:00 PM,30.40
42,18/01/2020,1:00:00 PM,30.40
43,18/01/2020,2:00:00 PM,30.39
44,18/01/2020,3:00:00 PM,30.39
45,18/01/2020,4:00:00 PM,30.38
46,18/01/2020,5:00:00 PM,30.37
47,18/01/2020,6:00:00 PM,30.36
48,18/01/2020,7:00:00 PM,30.35
49,18/01/2020,8:00:00 PM,30.34
50,18/01/2020,9:00:00 PM,30.33
51,18/01/2020,10:00:00 PM,30.33
52,18/01/2020,11:00:00 PM,30.32
53,19/01/2020,12:00:00 AM,30.32
54,19/01/2020,1:00:00 AM,30.31
55,19/01/2020,2:00:00 AM,30.31
56,19/01/2020,3:00:00 AM,30.32
57,19/01/2020,4:00:00 AM,30.32
58,19/01/2020,5:00:00 AM,30.32
59,19/01/2020,6:00:00 AM,30.33
60,19/01/2020,7:00:00 AM,30.33
61,19/01/2020,8:00:00 AM,30.34
62,19/01/2020,9:00:00 AM,30.34
63,19/01/2020,10:00:00 AM,30.34
64,19/01/2020,11:00:00 AM,30.34
65,19/01/2020,12:00:00 PM,30.35
66,19/01/2020,1:00:00 PM,30.34
67,19/01/2020,2:00:00 PM,30.34
68,19/01/2020,3:00:00 PM,30.34
69,19/01/2020,4:00:00 PM,30.33
70,19/01/2020,5:00:00 PM,30.33
71,19/01/2020,6:00:00 PM,30.32
72,19/01/2020,7:00:00 PM,30.32
73,19/01/2020,8:00:00 PM,30.31
74,19/01/2020,9:00:00 PM,30.31
75,19/01/2020,10:00:00 PM,30.31
76,19/01/2020,11:00:00 PM,30.32
77,20/01/2020,12:00:00 AM,30.33
78,20/01/2020,1:00:00 AM,30.34
79,20/01/2020,2:00:00 AM,30.35
80,20/01/2020,3:00:00 AM,30.37
81,20/01/2020,4:00:00 AM,30.39
82,20/01/2020,5:00:00 AM,30.41
83,20/01/2020,6:00:00 AM,30.44
84,20/01/2020,7:00:00 AM,30.46
85,20/01/2020,8:00:00 AM,30.48
86,20/01/2020,9:00:00 AM,30.50
87,20/01/2020,10:00:00 AM,30.52
88,20/01/2020,11:00:00 AM,30.54
89,20/01/2020,12:00:00 PM,30.56
90,20/01/2020,1:00:00 PM,30.57
91,20/01/2020,2:00:00 PM,30.58
92,20/01/2020,3:00:00 PM,30.59
93,20/01/2020,4:00:00 PM,30.60
94,20/01/2020,5:00:00 PM,30.60
95,20/01/2020,6:00:00 PM,30.61
96,20/01/2020,7:00:00 PM,30.61
97,20/01/2020,8:00:00 PM,30.61
98,20/01/2020,9:00:00 PM,30.62
99,20/01/2020,10:00:00 PM,30.63
100,20/01/2020,11:00:00 PM,30.64
101,21/01/2020,12:00:00 AM,30.66
102,21/01/2020,1:00:00 AM,30.68
103,21/01/2020,2:00:00 AM,30.70
104,21/01/2020,3:00:00 AM,30.72
105,21/01/2020,4:00:00 AM,30.74
106,21/01/2020,5:00:00 AM,30.77
107,21/01/2020,6:00:00 AM,30.80
108,21/01/2020,7:00:00 AM,30.82
109,21/01/2020,8:00:00 AM,30.85
110,21/01/2020,9:00:00 AM,30.87
111,21/01/2020,10:00:00 AM,30.89
112,21/01/2020,11:00:00 AM,30.91
113,21/01/2020,12:00:00 PM,30.92
114,21/01/2020,1:00:00 PM,30.94
115,21/01/2020,2:00:00 PM,30.95
116,21/01/2020,3:00:00 PM,30.96
117,21/01/2020,4:00:00 PM,30.96
118,21/01/2020,5:00:00 PM,30.96
119,21/01/2020,6:00:00 PM,30.96
120,21/01/2020,7:00:00 PM,30.96
121,21/01/2020,8:00:00 PM,30.96
122,21/01/2020,9:00:00 PM,30.96
123,21/01/2020,10:00:00 PM,30.97
124,21/01/2020,11:00:00 PM,30.97
125,22/01/2020,12:00:00 AM,30.98
126,22/01/2020,1:00:00 AM,30.99
127,22/01/2020,2:00:00 AM,31.00
128,22/01/2020,3:00:00 AM,31.02
129,22/01/2020,4:00:00 AM,31.03
130,22/01/2020,5:00:00 AM,31.05
131,22/01/2020,6:00:00 AM,31.07
132,22/01/2020,7:00:00 AM,31.09
133,22/01/2020,8:00:00 AM,31.11
134,22/01/2020,9:00:00 AM,31.12
135,22/01/2020,10:00:00 AM,31.14
136,22/01/2020,11:00:00 AM,31.15
137,22/01/2020,12:00:00 PM,31.16
138,22/01/2020,1:00:00 PM,31.16
139,22/01/2020,2:00:00 PM,31.17
140,22/01/2020,3:00:00 PM,31.17
141,22/01/2020,4:00:00 PM,31.17
142,22/01/2020,5:00:00 PM,31.17
143,22/01/2020,6:00:00 PM,31.17
