Property,Date,Time,Temeperature
1002,5/2/2020,2:00:00 PM,33.93
1003,5/2/2020,3:00:00 PM,33.92
1004,5/2/2020,4:00:00 PM,33.93
1005,5/2/2020,5:00:00 PM,33.95
1006,5/2/2020,6:00:00 PM,33.96
1007,5/2/2020,7:00:00 PM,33.95
1008,5/2/2020,8:00:00 PM,33.96
1009,5/2/2020,9:00:00 PM,33.96
1010,5/2/2020,10:00:00 PM,33.96
1011,5/2/2020,11:00:00 PM,33.94
1012,6/2/2020,12:00:00 AM,33.93
1013,6/2/2020,1:00:00 AM,33.92
1014,6/2/2020,2:00:00 AM,33.93
1015,6/2/2020,3:00:00 AM,33.93
1016,6/2/2020,4:00:00 AM,33.92
1017,6/2/2020,5:00:00 AM,33.92
1018,6/2/2020,6:00:00 AM,33.92
1019,6/2/2020,7:00:00 AM,33.90
1020,6/2/2020,8:00:00 AM,33.90
1021,6/2/2020,9:00:00 AM,33.90
1022,6/2/2020,10:00:00 AM,33.90
1023,6/2/2020,11:00:00 AM,33.91
1024,6/2/2020,12:00:00 PM,33.91
1025,6/2/2020,1:00:00 PM,33.91
1026,6/2/2020,2:00:00 PM,33.91
1027,6/2/2020,3:00:00 PM,33.90
1028,6/2/2020,4:00:00 PM,33.90
1029,6/2/2020,5:00:00 PM,33.90
1030,6/2/2020,6:00:00 PM,33.91
1031,6/2/2020,7:00:00 PM,33.90
1032,6/2/2020,8:00:00 PM,33.89
1033,6/2/2020,9:00:00 PM,33.88
1034,6/2/2020,10:00:00 PM,33.88
1035,6/2/2020,11:00:00 PM,33.87
1036,7/2/2020,12:00:00 AM,33.87
1037,7/2/2020,1:00:00 AM,33.86
1038,7/2/2020,2:00:00 AM,33.86
1039,7/2/2020,3:00:00 AM,33.85
1040,7/2/2020,4:00:00 AM,33.84
1041,7/2/2020,5:00:00 AM,33.84
1042,7/2/2020,6:00:00 AM,33.84
1043,7/2/2020,7:00:00 AM,33.84
1044,7/2/2020,8:00:00 AM,33.84
1045,7/2/2020,9:00:00 AM,33.84
1046,7/2/2020,10:00:00 AM,33.85
1047,7/2/2020,11:00:00 AM,33.85
1048,7/2/2020,12:00:00 PM,33.86
1049,7/2/2020,1:00:00 PM,33.87
1050,7/2/2020,2:00:00 PM,33.87
1051,7/2/2020,3:00:00 PM,33.87
1052,7/2/2020,4:00:00 PM,33.88
1053,7/2/2020,5:00:00 PM,33.88
1054,7/2/2020,6:00:00 PM,33.88
1055,7/2/2020,7:00:00 PM,33.89
1056,7/2/2020,8:00:00 PM,33.89
1057,7/2/2020,9:00:00 PM,33.89
1058,7/2/2020,10:00:00 PM,33.88
1059,7/2/2020,11:00:00 PM,33.88
1060,8/2/2020,12:00:00 AM,33.88
1061,8/2/2020,1:00:00 AM,33.88
1062,8/2/2020,2:00:00 AM,33.88
1063,8/2/2020,3:00:00 AM,33.88
1064,8/2/2020,4:00:00 AM,33.87
1065,8/2/2020,5:00:00 AM,33.88
1066,8/2/2020,6:00:00 AM,33.88
1067,8/2/2020,7:00:00 AM,33.89
1068,8/2/2020,8:00:00 AM,33.89
1069,8/2/2020,9:00:00 AM,33.90
1070,8/2/2020,10:00:00 AM,33.90
1071,8/2/2020,11:00:00 AM,33.92
1072,8/2/2020,12:00:00 PM,33.93
1073,8/2/2020,1:00:00 PM,33.93
1074,8/2/2020,2:00:00 PM,33.94
1075,8/2/2020,3:00:00 PM,33.94
1076,8/2/2020,4:00:00 PM,33.96
1077,8/2/2020,5:00:00 PM,33.96
1078,8/2/2020,6:00:00 PM,33.97
1079,8/2/2020,7:00:00 PM,33.97
1080,8/2/2020,8:00:00 PM,33.97
1081,8/2/2020,9:00:00 PM,33.97
1082,8/2/2020,10:00:00 PM,33.97
1083,8/2/2020,11:00:00 PM,33.96
1084,9/2/2020,12:00:00 AM,33.96
1085,9/2/2020,1:00:00 AM,33.97
1086,9/2/2020,2:00:00 AM,33.97
1087,9/2/2020,3:00:00 AM,33.97
1088,9/2/2020,4:00:00 AM,33.97
1089,9/2/2020,5:00:00 AM,33.96
1090,9/2/2020,6:00:00 AM,33.97
1091,9/2/2020,7:00:00 AM,33.98
1092,9/2/2020,8:00:00 AM,33.99
1093,9/2/2020,9:00:00 AM,33.99
1094,9/2/2020,10:00:00 AM,33.99
1095,9/2/2020,11:00:00 AM,34.00
1096,9/2/2020,12:00:00 PM,34.01
1097,9/2/2020,1:00:00 PM,34.01
1098,9/2/2020,2:00:00 PM,34.02
1099,9/2/2020,3:00:00 PM,34.02
1100,9/2/2020,4:00:00 PM,34.02
1101,9/2/2020,5:00:00 PM,34.03
1102,9/2/2020,6:00:00 PM,34.03
1103,9/2/2020,7:00:00 PM,34.03
1104,9/2/2020,8:00:00 PM,34.04
1105,9/2/2020,9:00:00 PM,34.04
1106,9/2/2020,10:00:00 PM,34.04
1107,9/2/2020,11:00:00 PM,34.04
1108,10/2/2020,12:00:00 AM,34.04
1109,10/2/2020,1:00:00 AM,34.03
1110,10/2/2020,2:00:00 AM,34.03
1111,10/2/2020,3:00:00 AM,34.03
1112,10/2/2020,4:00:00 AM,34.03
1113,10/2/2020,5:00:00 AM,34.03
1114,10/2/2020,6:00:00 AM,34.03
1115,10/2/2020,7:00:00 AM,34.03
1116,10/2/2020,8:00:00 AM,34.01
1117,10/2/2020,9:00:00 AM,34.01
1118,10/2/2020,10:00:00 AM,34.01
1119,10/2/2020,11:00:00 AM,34.00
1120,10/2/2020,12:00:00 PM,33.99
1121,10/2/2020,1:00:00 PM,33.99
1122,10/2/2020,2:00:00 PM,33.99
1123,10/2/2020,3:00:00 PM,33.98
1124,10/2/2020,4:00:00 PM,33.97
1125,10/2/2020,5:00:00 PM,33.96
1126,10/2/2020,6:00:00 PM,33.95
1127,10/2/2020,7:00:00 PM,33.93
1128,10/2/2020,8:00:00 PM,33.92
1129,10/2/2020,9:00:00 PM,33.89
1130,10/2/2020,10:00:00 PM,33.82
1131,10/2/2020,11:00:00 PM,33.75
1132,11/2/2020,12:00:00 AM,33.69
1133,11/2/2020,1:00:00 AM,33.66
1134,11/2/2020,2:00:00 AM,33.63
1135,11/2/2020,3:00:00 AM,33.61
1136,11/2/2020,4:00:00 AM,33.58
1137,11/2/2020,5:00:00 AM,33.57
1138,11/2/2020,6:00:00 AM,33.55
1139,11/2/2020,7:00:00 AM,33.53
1140,11/2/2020,8:00:00 AM,33.51
1141,11/2/2020,9:00:00 AM,33.50
1142,11/2/2020,10:00:00 AM,33.48
1143,11/2/2020,11:00:00 AM,33.47
1144,11/2/2020,12:00:00 PM,33.46
1145,11/2/2020,1:00:00 PM,33.43
1146,11/2/2020,2:00:00 PM,33.44
1147,11/2/2020,3:00:00 PM,33.47
1148,11/2/2020,4:00:00 PM,33.46
1149,11/2/2020,5:00:00 PM,33.44
1150,11/2/2020,6:00:00 PM,33.44
1151,11/2/2020,7:00:00 PM,33.43
1152,11/2/2020,8:00:00 PM,33.49
1153,11/2/2020,9:00:00 PM,33.44
1154,11/2/2020,10:00:00 PM,33.48
1155,11/2/2020,11:00:00 PM,33.42
1156,12/2/2020,12:00:00 AM,33.45
1157,12/2/2020,1:00:00 AM,33.39
1158,12/2/2020,2:00:00 AM,33.37
1159,12/2/2020,3:00:00 AM,33.40
1160,12/2/2020,4:00:00 AM,33.45
1161,12/2/2020,5:00:00 AM,33.56
1162,12/2/2020,6:00:00 AM,33.50
1163,12/2/2020,7:00:00 AM,33.45
1164,12/2/2020,8:00:00 AM,33.39
1165,12/2/2020,9:00:00 AM,33.37
1166,12/2/2020,10:00:00 AM,33.35
1167,12/2/2020,11:00:00 AM,33.33
1168,12/2/2020,12:00:00 PM,33.30
1169,12/2/2020,1:00:00 PM,33.26
1170,12/2/2020,2:00:00 PM,33.23
1171,12/2/2020,3:00:00 PM,33.23
1172,12/2/2020,4:00:00 PM,33.18
1173,12/2/2020,5:00:00 PM,33.15
1174,12/2/2020,6:00:00 PM,33.13
1175,12/2/2020,7:00:00 PM,33.14
1176,12/2/2020,8:00:00 PM,33.09
1177,12/2/2020,9:00:00 PM,33.05
1178,12/2/2020,10:00:00 PM,33.06
1179,12/2/2020,11:00:00 PM,33.03
1180,13/02/2020,12:00:00 AM,33.05
1181,13/02/2020,1:00:00 AM,33.04
1182,13/02/2020,2:00:00 AM,32.98
1183,13/02/2020,3:00:00 AM,32.94
1184,13/02/2020,4:00:00 AM,32.98
1185,13/02/2020,5:00:00 AM,32.93
1186,13/02/2020,6:00:00 AM,32.91
1187,13/02/2020,7:00:00 AM,32.88
1188,13/02/2020,8:00:00 AM,32.85
1189,13/02/2020,9:00:00 AM,32.84
1190,13/02/2020,10:00:00 AM,32.82
1191,13/02/2020,11:00:00 AM,32.80
1192,13/02/2020,12:00:00 PM,32.80
1193,13/02/2020,1:00:00 PM,32.78
1194,13/02/2020,2:00:00 PM,32.76
1195,13/02/2020,3:00:00 PM,32.74
1196,13/02/2020,4:00:00 PM,32.72
1197,13/02/2020,5:00:00 PM,32.71
1198,13/02/2020,6:00:00 PM,32.70
1199,13/02/2020,7:00:00 PM,32.69
1200,13/02/2020,8:00:00 PM,32.66
1201,13/02/2020,9:00:00 PM,32.66
1202,13/02/2020,10:00:00 PM,32.68
1203,13/02/2020,11:00:00 PM,32.63
1204,14/02/2020,12:00:00 AM,32.60
1205,14/02/2020,1:00:00 AM,32.58
1206,14/02/2020,2:00:00 AM,32.55
1207,14/02/2020,3:00:00 AM,32.51
1208,14/02/2020,4:00:00 AM,32.48
1209,14/02/2020,5:00:00 AM,32.44
1210,14/02/2020,6:00:00 AM,32.42
1211,14/02/2020,7:00:00 AM,32.41
1212,14/02/2020,8:00:00 AM,32.39
1213,14/02/2020,9:00:00 AM,32.38
1214,14/02/2020,10:00:00 AM,32.37
1215,14/02/2020,11:00:00 AM,32.36
1216,14/02/2020,12:00:00 PM,32.36
1217,14/02/2020,1:00:00 PM,32.35
1218,14/02/2020,2:00:00 PM,32.35
1219,14/02/2020,3:00:00 PM,32.34
1220,14/02/2020,4:00:00 PM,32.34
1221,14/02/2020,5:00:00 PM,32.34
1222,14/02/2020,6:00:00 PM,32.35
1223,14/02/2020,7:00:00 PM,32.35
1224,14/02/2020,8:00:00 PM,32.35
1225,14/02/2020,9:00:00 PM,32.36
1226,14/02/2020,10:00:00 PM,32.36
1227,14/02/2020,11:00:00 PM,32.38
1228,15/02/2020,12:00:00 AM,32.39
1229,15/02/2020,1:00:00 AM,32.41
1230,15/02/2020,2:00:00 AM,32.42
1231,15/02/2020,3:00:00 AM,32.44
1232,15/02/2020,4:00:00 AM,32.46
1233,15/02/2020,5:00:00 AM,32.48
1234,15/02/2020,6:00:00 AM,32.50
1235,15/02/2020,7:00:00 AM,32.52
1236,15/02/2020,8:00:00 AM,32.54
1237,15/02/2020,9:00:00 AM,32.55
1238,15/02/2020,10:00:00 AM,32.56
1239,15/02/2020,11:00:00 AM,32.57
1240,15/02/2020,12:00:00 PM,32.58
1241,15/02/2020,1:00:00 PM,32.58
1242,15/02/2020,2:00:00 PM,32.59
1243,15/02/2020,3:00:00 PM,32.59
1244,15/02/2020,4:00:00 PM,32.59
1245,15/02/2020,5:00:00 PM,32.60
1246,15/02/2020,6:00:00 PM,32.61
1247,15/02/2020,7:00:00 PM,32.62
1248,15/02/2020,8:00:00 PM,32.62
1249,15/02/2020,9:00:00 PM,32.63
1250,15/02/2020,10:00:00 PM,32.64
1251,15/02/2020,11:00:00 PM,32.67
1252,16/02/2020,12:00:00 AM,32.71
1253,16/02/2020,1:00:00 AM,32.75
1254,16/02/2020,2:00:00 AM,32.80
1255,16/02/2020,3:00:00 AM,32.84
1256,16/02/2020,4:00:00 AM,32.88
1257,16/02/2020,5:00:00 AM,32.91
1258,16/02/2020,6:00:00 AM,32.94
1259,16/02/2020,7:00:00 AM,32.96
1260,16/02/2020,8:00:00 AM,32.96
1261,16/02/2020,9:00:00 AM,32.96
1262,16/02/2020,10:00:00 AM,32.95
1263,16/02/2020,11:00:00 AM,32.94
1264,16/02/2020,12:00:00 PM,32.93
1265,16/02/2020,1:00:00 PM,32.92
1266,16/02/2020,2:00:00 PM,32.92
1267,16/02/2020,3:00:00 PM,32.91
1268,16/02/2020,4:00:00 PM,32.90
1269,16/02/2020,5:00:00 PM,32.89
1270,16/02/2020,6:00:00 PM,32.88
1271,16/02/2020,7:00:00 PM,32.87
1272,16/02/2020,8:00:00 PM,32.86
1273,16/02/2020,9:00:00 PM,32.85
1274,16/02/2020,10:00:00 PM,32.84
1275,16/02/2020,11:00:00 PM,32.82
1276,17/02/2020,12:00:00 AM,32.81
1277,17/02/2020,1:00:00 AM,32.80
1278,17/02/2020,2:00:00 AM,32.80
1279,17/02/2020,3:00:00 AM,32.79
1280,17/02/2020,4:00:00 AM,32.78
1281,17/02/2020,5:00:00 AM,32.77
1282,17/02/2020,6:00:00 AM,32.76
1283,17/02/2020,7:00:00 AM,32.76
1284,17/02/2020,8:00:00 AM,32.75
1285,17/02/2020,9:00:00 AM,32.74
1286,17/02/2020,10:00:00 AM,32.72
1287,17/02/2020,11:00:00 AM,32.72
1288,17/02/2020,12:00:00 PM,32.71
1289,17/02/2020,1:00:00 PM,32.69
1290,17/02/2020,2:00:00 PM,32.68
1291,17/02/2020,3:00:00 PM,32.66
1292,17/02/2020,4:00:00 PM,32.64
1293,17/02/2020,5:00:00 PM,32.63
1294,17/02/2020,6:00:00 PM,32.61
1295,17/02/2020,7:00:00 PM,32.59
1296,17/02/2020,8:00:00 PM,32.57
1297,17/02/2020,9:00:00 PM,32.55
1298,17/02/2020,10:00:00 PM,32.53
1299,17/02/2020,11:00:00 PM,32.51
