"","temperature","datetime","datetime_UTC","time"
"1",30.16,"2020-01-17 23:00:00","2020-01-18 02:00:00",0
"2",30.24,"2020-01-18 00:00:00","2020-01-18 03:00:00",60
"3",30.25,"2020-01-18 01:00:00","2020-01-18 04:00:00",120
"4",30.25,"2020-01-18 02:00:00","2020-01-18 05:00:00",180
"5",30.25,"2020-01-18 03:00:00","2020-01-18 06:00:00",240
"6",30.24,"2020-01-18 04:00:00","2020-01-18 07:00:00",300
"7",30.24,"2020-01-18 05:00:00","2020-01-18 08:00:00",360
"8",30.23,"2020-01-18 06:00:00","2020-01-18 09:00:00",420
"9",30.23,"2020-01-18 07:00:00","2020-01-18 10:00:00",480
"10",30.22,"2020-01-18 08:00:00","2020-01-18 11:00:00",540
"11",30.22,"2020-01-18 09:00:00","2020-01-18 12:00:00",600
"12",30.21,"2020-01-18 10:00:00","2020-01-18 13:00:00",660
"13",30.2,"2020-01-18 11:00:00","2020-01-18 14:00:00",720
"14",30.19,"2020-01-18 12:00:00","2020-01-18 15:00:00",780
"15",30.18,"2020-01-18 13:00:00","2020-01-18 16:00:00",840
"16",30.17,"2020-01-18 14:00:00","2020-01-18 17:00:00",900
"17",30.16,"2020-01-18 15:00:00","2020-01-18 18:00:00",960
"18",30.16,"2020-01-18 16:00:00","2020-01-18 19:00:00",1020
"19",30.14,"2020-01-18 17:00:00","2020-01-18 20:00:00",1080
"20",30.13,"2020-01-18 18:00:00","2020-01-18 21:00:00",1140
"21",30.12,"2020-01-18 19:00:00","2020-01-18 22:00:00",1200
"22",30.12,"2020-01-18 20:00:00","2020-01-18 23:00:00",1260
"23",30.11,"2020-01-18 21:00:00","2020-01-19 00:00:00",1320
"24",30.11,"2020-01-18 22:00:00","2020-01-19 01:00:00",1380
"25",30.11,"2020-01-18 23:00:00","2020-01-19 02:00:00",1440
"26",30.11,"2020-01-19 00:00:00","2020-01-19 03:00:00",1500
"27",30.12,"2020-01-19 01:00:00","2020-01-19 04:00:00",1560
"28",30.13,"2020-01-19 02:00:00","2020-01-19 05:00:00",1620
"29",30.14,"2020-01-19 03:00:00","2020-01-19 06:00:00",1680
"30",30.15,"2020-01-19 04:00:00","2020-01-19 07:00:00",1740
"31",30.17,"2020-01-19 05:00:00","2020-01-19 08:00:00",1800
"32",30.18,"2020-01-19 06:00:00","2020-01-19 09:00:00",1860
"33",30.19,"2020-01-19 07:00:00","2020-01-19 10:00:00",1920
"34",30.2,"2020-01-19 08:00:00","2020-01-19 11:00:00",1980
"35",30.21,"2020-01-19 09:00:00","2020-01-19 12:00:00",2040
"36",30.22,"2020-01-19 10:00:00","2020-01-19 13:00:00",2100
"37",30.23,"2020-01-19 11:00:00","2020-01-19 14:00:00",2160
"38",30.24,"2020-01-19 12:00:00","2020-01-19 15:00:00",2220
"39",30.24,"2020-01-19 13:00:00","2020-01-19 16:00:00",2280
"40",30.24,"2020-01-19 14:00:00","2020-01-19 17:00:00",2340
"41",30.25,"2020-01-19 15:00:00","2020-01-19 18:00:00",2400
"42",30.25,"2020-01-19 16:00:00","2020-01-19 19:00:00",2460
"43",30.25,"2020-01-19 17:00:00","2020-01-19 20:00:00",2520
"44",30.24,"2020-01-19 18:00:00","2020-01-19 21:00:00",2580
"45",30.25,"2020-01-19 19:00:00","2020-01-19 22:00:00",2640
"46",30.25,"2020-01-19 20:00:00","2020-01-19 23:00:00",2700
"47",30.25,"2020-01-19 21:00:00","2020-01-20 00:00:00",2760
"48",30.26,"2020-01-19 22:00:00","2020-01-20 01:00:00",2820
"49",30.28,"2020-01-19 23:00:00","2020-01-20 02:00:00",2880
"50",30.29,"2020-01-20 00:00:00","2020-01-20 03:00:00",2940
"51",30.31,"2020-01-20 01:00:00","2020-01-20 04:00:00",3000
"52",30.33,"2020-01-20 02:00:00","2020-01-20 05:00:00",3060
"53",30.36,"2020-01-20 03:00:00","2020-01-20 06:00:00",3120
"54",30.39,"2020-01-20 04:00:00","2020-01-20 07:00:00",3180
"55",30.42,"2020-01-20 05:00:00","2020-01-20 08:00:00",3240
"56",30.44,"2020-01-20 06:00:00","2020-01-20 09:00:00",3300
"57",30.47,"2020-01-20 07:00:00","2020-01-20 10:00:00",3360
"58",30.49,"2020-01-20 08:00:00","2020-01-20 11:00:00",3420
"59",30.52,"2020-01-20 09:00:00","2020-01-20 12:00:00",3480
"60",30.54,"2020-01-20 10:00:00","2020-01-20 13:00:00",3540
"61",30.56,"2020-01-20 11:00:00","2020-01-20 14:00:00",3600
"62",30.58,"2020-01-20 12:00:00","2020-01-20 15:00:00",3660
"63",30.59,"2020-01-20 13:00:00","2020-01-20 16:00:00",3720
"64",30.6,"2020-01-20 14:00:00","2020-01-20 17:00:00",3780
"65",30.61,"2020-01-20 15:00:00","2020-01-20 18:00:00",3840
"66",30.62,"2020-01-20 16:00:00","2020-01-20 19:00:00",3900
"67",30.62,"2020-01-20 17:00:00","2020-01-20 20:00:00",3960
"68",30.63,"2020-01-20 18:00:00","2020-01-20 21:00:00",4020
"69",30.63,"2020-01-20 19:00:00","2020-01-20 22:00:00",4080
"70",30.64,"2020-01-20 20:00:00","2020-01-20 23:00:00",4140
"71",30.65,"2020-01-20 21:00:00","2020-01-21 00:00:00",4200
"72",30.66,"2020-01-20 22:00:00","2020-01-21 01:00:00",4260
"73",30.67,"2020-01-20 23:00:00","2020-01-21 02:00:00",4320
"74",30.69,"2020-01-21 00:00:00","2020-01-21 03:00:00",4380
"75",30.71,"2020-01-21 01:00:00","2020-01-21 04:00:00",4440
"76",30.74,"2020-01-21 02:00:00","2020-01-21 05:00:00",4500
"77",30.76,"2020-01-21 03:00:00","2020-01-21 06:00:00",4560
"78",30.79,"2020-01-21 04:00:00","2020-01-21 07:00:00",4620
"79",30.81,"2020-01-21 05:00:00","2020-01-21 08:00:00",4680
"80",30.84,"2020-01-21 06:00:00","2020-01-21 09:00:00",4740
"81",30.87,"2020-01-21 07:00:00","2020-01-21 10:00:00",4800
"82",30.89,"2020-01-21 08:00:00","2020-01-21 11:00:00",4860
"83",30.91,"2020-01-21 09:00:00","2020-01-21 12:00:00",4920
"84",30.93,"2020-01-21 10:00:00","2020-01-21 13:00:00",4980
"85",30.95,"2020-01-21 11:00:00","2020-01-21 14:00:00",5040
"86",30.97,"2020-01-21 12:00:00","2020-01-21 15:00:00",5100
"87",30.98,"2020-01-21 13:00:00","2020-01-21 16:00:00",5160
"88",30.99,"2020-01-21 14:00:00","2020-01-21 17:00:00",5220
"89",30.99,"2020-01-21 15:00:00","2020-01-21 18:00:00",5280
"90",31,"2020-01-21 16:00:00","2020-01-21 19:00:00",5340
"91",31,"2020-01-21 17:00:00","2020-01-21 20:00:00",5400
"92",31,"2020-01-21 18:00:00","2020-01-21 21:00:00",5460
"93",31,"2020-01-21 19:00:00","2020-01-21 22:00:00",5520
"94",31.01,"2020-01-21 20:00:00","2020-01-21 23:00:00",5580
"95",31.01,"2020-01-21 21:00:00","2020-01-22 00:00:00",5640
"96",31.02,"2020-01-21 22:00:00","2020-01-22 01:00:00",5700
